GeneID	Ensembl_protein_identifier
102642041	-
102642041	-
102642067	-
102642160	-
102642162	-
102642210	-
102642386	ENSMUSP00000073117.6
102642414	-
102642489	-
102642616	-
102642677	-
102642778	-
102642845	-
102642845	-
102642845	-
102642976	-
102642990	-
102642990	-
102643076	ENSMUSP00000153456.2
102643088	-
102800312	-
102800312	-
102902673	ENSMUSP00000128810.3
102902673	ENSMUSP00000136623.2
102902673	-
103164605	-
103926450	-
104053954	-
104053955	-
104795665	-
104795666	-
104795667	-
104795949	-
104796139	-
104797221	-
104797311	-
104797374	-
104940697	-
105180375	ENSMUSP00000081611.6
105242389	-
105242389	-
105242399	ENSMUSP00000143130.2
105242403	-
105242404	ENSMUSP00000111591.3
105242405	-
105242405	-
105242405	-
105242427	-
105242449	-
105242571	-
105242574	-
105242579	-
105242591	-
105242604	-
105242605	-
105242609	-
105242621	-
105242625	-
105242632	-
105242649	-
105242655	-
105242655	-
105242657	-
105242658	-
105242675	-
105242675	-
105242699	-
105242703	-
105242712	-
105242731	-
105242731	-
105242735	-
105242740	-
105242743	-
105242750	-
105242769	-
105242773	-
105242773	-
105242784	-
105242792	-
105242799	-
105242800	-
105242826	-
105242840	-
105242856	-
105242874	-
105242881	-
105242907	-
105242911	-
105242911	-
105242927	ENSMUSP00000159166.2
105242928	-
105242964	-
105242966	-
105242972	-
105242975	-
105242979	-
105242985	-
105242986	-
105243003	-
105243010	-
105243030	-
105243043	-
105243045	-
105243058	-
105243089	ENSMUSP00000147940.2
105243090	ENSMUSP00000147547.2
105243109	-
105243113	-
105243116	-
105243117	-
105243138	-
105243147	-
105243154	-
105243166	-
105243177	-
105243182	-
105243184	-
105243198	-
105243203	-
105243203	-
105243212	-
105243218	-
105243228	-
105243239	-
105243239	-
105243247	-
105243253	-
105243254	-
105243266	-
105243268	-
105243268	-
105243268	-
105243282	-
105243291	-
105243314	-
105243316	-
105243327	-
105243328	-
105243330	-
105243337	-
105243339	-
105243340	-
105243340	-
105243343	-
105243347	-
105243355	-
105243360	-
105243364	-
105243373	-
105243378	-
105243395	-
105243397	-
105243405	-
105243405	-
105243405	-
105243408	-
105243439	-
105243447	-
105243447	-
105243461	-
105243469	-
105243469	-
105243470	-
105243474	-
105243519	-
105243519	-
105243527	-
105243532	-
105243534	-
105243537	-
105243537	-
105243546	-
105243546	-
105243557	-
105243560	-
105243569	-
105243569	-
105243574	-
105243580	-
105243583	-
105243593	-
105243608	-
105243612	-
105243627	-
105243646	-
105243670	-
105243677	-
105243696	-
105243709	-
105243712	-
105243725	-
105243727	-
105243769	-
105243774	-
105243794	ENSMUSP00000148194.2
105243797	-
105243816	-
105243859	-
105243880	-
105243887	-
105243890	-
105243894	-
105243895	-
105243902	-
105243904	-
105243912	-
105243914	-
105243917	-
105243925	-
105243940	-
105243944	ENSMUSP00000154457.2
105243951	-
105243952	-
105243957	-
105243970	-
105243974	-
105243982	-
105243983	-
105243991	-
105243995	-
105243996	-
105244010	-
105244010	-
105244025	-
105244026	-
105244027	-
105244029	-
105244031	-
105244050	-
105244053	-
105244053	-
105244054	-
105244060	-
105244084	-
105244090	-
105244100	-
105244102	-
105244110	-
105244110	-
105244110	-
105244113	-
105244123	-
105244126	-
105244129	-
105244158	-
105244162	-
105244162	-
105244164	-
105244187	-
105244191	-
105244193	-
105244194	-
105244203	-
105244206	-
105244208	-
105244216	-
105244227	-
105244254	-
105244259	-
105244261	-
105244278	-
105244280	-
105244301	-
105244309	-
105244318	-
105244318	-
105244321	-
105244322	-
105244331	-
105244348	-
105244359	-
105244367	-
105244368	-
105244370	-
105244371	-
105244371	-
105244373	-
105244374	-
105244381	-
105244382	-
105244383	-
105244384	-
105244386	-
105244389	-
105244392	-
105244402	ENSMUSP00000104698.3
105244427	-
105244447	-
105244467	-
105244473	-
105244474	-
105244477	-
105244484	-
105244487	-
105244493	-
105244509	-
105244511	-
105244514	-
105244519	-
105244527	-
105244528	-
105244530	-
105244544	-
105244558	-
105244558	-
105244560	-
105244562	-
105244571	-
105244581	-
105244584	-
105244587	-
105244592	-
105244594	-
105244603	ENSMUSP00000148188.2
105244624	-
105244630	-
105244635	-
105244639	-
105244644	-
105244658	-
105244662	-
105244666	-
105244682	-
105244684	-
105244689	-
105244695	-
105244696	-
105244698	-
105244702	-
105244713	-
105244725	-
105244731	-
105244733	-
105244735	-
105244735	-
105244735	-
105244736	-
105244748	-
105244755	-
105244761	-
105244764	-
105244766	-
105244776	-
105244778	-
105244779	-
105244793	-
105244821	-
105244836	-
105244859	-
105244862	-
105244862	-
105244883	-
105244890	-
105244893	-
105244902	-
105244913	-
105244920	-
105244938	ENSMUSP00000147331.2
105244941	-
105244944	-
105244956	-
105244960	-
105245003	-
105245009	-
105245022	-
105245024	-
105245027	-
105245027	-
105245034	-
105245040	-
105245043	-
105245048	-
105245061	-
105245067	-
105245092	-
105245101	-
105245110	-
105245110	-
105245110	-
105245110	-
105245118	-
105245120	-
105245123	-
105245130	-
105245134	-
105245144	-
105245154	-
105245158	-
105245185	-
105245186	-
105245193	-
105245197	-
105245199	-
105245214	-
105245215	-
105245220	-
105245244	-
105245251	-
105245262	-
105245263	-
105245269	-
105245272	-
105245273	-
105245279	-
105245309	-
105245318	-
105245319	-
105245321	-
105245325	-
105245327	-
105245331	-
105245331	-
105245337	-
105245351	-
105245362	-
105245369	-
105245383	-
105245391	-
105245398	-
105245398	-
105245398	-
105245401	-
105245418	-
105245428	-
105245437	-
105245440	-
105245459	-
105245461	-
105245466	-
105245476	-
105245476	-
105245476	-
105245476	-
105245478	-
105245486	-
105245500	-
105245508	-
105245522	-
105245538	-
105245549	-
105245554	-
105245568	-
105245578	-
105245587	-
105245599	-
105245600	-
105245601	-
105245611	-
105245614	-
105245630	-
105245631	-
105245643	-
105245643	-
105245643	-
105245645	-
105245653	-
105245653	-
105245654	-
105245655	-
105245665	-
105245673	ENSMUSP00000130300.2
105245675	ENSMUSP00000133183.4
105245678	-
105245678	-
105245679	-
105245684	ENSMUSP00000108421.3
105245713	-
105245724	-
105245749	-
105245749	-
105245773	-
105245775	-
105245783	-
105245784	-
105245784	-
105245786	-
105245799	-
105245808	-
105245813	-
105245814	-
105245816	-
105245822	-
105245841	-
105245842	-
105245842	-
105245842	-
105245849	-
105245864	-
105245866	-
105245868	-
105245869	-
105245880	-
105245880	-
105245890	-
105245895	-
105245896	-
105245896	-
105245896	-
105245897	-
105245898	-
105245899	-
105245910	-
105245920	-
105245924	-
105245924	-
105245939	-
105245945	-
105245949	-
105245950	-
105245950	-
105245950	-
105245954	-
105245957	-
105245958	-
105245965	-
105245971	-
105245973	-
105245984	-
105245992	-
105246001	-
105246020	-
105246023	-
105246030	-
105246030	-
105246043	-
105246046	-
105246047	-
105246056	-
105246059	-
105246064	-
105246064	-
105246071	-
105246081	-
105246089	-
105246090	-
105246117	-
105246117	-
105246123	-
105246144	-
105246146	-
105246148	-
105246150	-
105246155	-
105246171	-
105246172	-
105246172	-
105246172	-
105246173	-
105246183	-
105246185	-
105246195	-
105246220	-
105246237	-
105246244	-
105246255	-
105246270	-
105246277	-
105246277	-
105246278	-
105246280	-
105246280	-
105246281	-
105246281	-
105246287	-
105246287	-
105246296	-
105246297	-
105246299	-
105246306	-
105246309	-
105246314	-
105246314	-
105246320	-
105246328	-
105246360	-
105246360	-
105246360	-
105246368	-
105246370	-
105246381	-
105246386	-
105246387	-
105246399	-
105246399	-
105246407	-
105246409	-
105246412	-
105246413	-
105246418	-
105246430	-
105246434	-
105246434	-
105246441	-
105246442	-
105246444	-
105246458	-
105246461	-
105246467	-
105246489	-
105246501	-
105246506	-
105246507	-
105246509	-
105246515	-
105246532	-
105246537	-
105246550	-
105246558	-
105246561	-
105246583	-
105246615	-
105246638	-
105246639	-
105246647	-
105246647	-
105246665	-
105246671	-
105246681	-
105246689	-
105246710	-
105246721	-
105246734	-
105246756	-
105246757	-
105246766	-
105246768	-
105246773	-
105246778	-
105246780	-
105246782	-
105246808	-
105246821	-
105246837	-
105246846	-
105246847	-
105246848	-
105246868	-
105246875	-
105246886	-
105246886	-
105246893	-
105246910	-
105246913	-
105246913	-
105246940	-
105246940	-
105246959	-
105246961	ENSMUSP00000159746.1
105246965	-
105246972	-
105246998	-
105246999	-
105247013	-
105247027	-
105247033	-
105247057	-
105247082	-
105247101	-
105247122	-
105247126	-
105247133	-
105247147	-
105247157	-
105247159	-
105247176	-
105247179	-
105247191	-
105247191	-
105247196	-
105247201	-
105247207	-
105247207	-
105247219	-
105247221	-
105247222	-
105247224	-
105247240	ENSMUSP00000148171.2
105247243	-
105247246	-
105247250	-
105247253	-
105247274	-
105247277	-
105247282	ENSMUSP00000140952.2
105247398	-
105463053	-
105463124	-
105661729	-
105661730	-
105734727	ENSMUSP00000137785.2
105734733	ENSMUSP00000101431.2
105734734	-
105827746	-
105886298	ENSMUSP00000117381.3
105886298	ENSMUSP00000033543.8
105886299	ENSMUSP00000114512.2
105940408	ENSMUSP00000131728.2
105940408	ENSMUSP00000132941.2
105980076	ENSMUSP00000132314.2
106029237	ENSMUSP00000141043.2
106557447	-
106780807	-
106780808	-
106780809	-
106780810	-
106780811	-
106780812	-
106780813	-
106780814	-
106780815	-
106780816	-
106780817	-
106780818	-
106780820	-
106780821	-
106780822	-
106780823	-
107988026	-
107988027	-
108167326	-
108167326	-
108167331	-
108167345	-
108167371	-
108167378	ENSMUSP00000140666.2
108167416	-
108167430	-
108167440	-
108167447	-
108167447	-
108167464	-
108167466	ENSMUSP00000147854.2
108167471	-
108167474	-
108167488	-
108167489	-
108167490	-
108167492	-
108167494	-
108167495	-
108167496	-
108167497	-
108167497	-
108167502	-
108167520	-
108167535	-
108167539	-
108167541	-
108167546	-
108167567	-
108167569	-
108167570	-
108167573	-
108167581	-
108167598	-
108167599	-
108167605	-
108167606	-
108167609	-
108167609	-
108167613	-
108167617	-
108167623	-
108167623	-
108167628	-
108167636	-
108167643	-
108167651	-
108167651	-
108167656	-
108167663	-
108167664	-
108167665	-
108167670	-
108167674	-
108167677	-
108167690	-
108167696	-
108167698	-
108167699	-
108167702	-
108167705	-
108167707	-
108167708	-
108167709	-
108167710	-
108167713	-
108167715	-
108167716	-
108167718	-
108167726	-
108167728	-
108167736	-
108167736	-
108167736	-
108167736	-
108167736	-
108167759	-
108167766	-
108167768	-
108167771	-
108167776	-
108167777	-
108167779	-
108167785	-
108167786	-
108167789	ENSMUSP00000150490.3
108167792	-
108167835	-
108167838	-
108167840	-
108167843	-
108167847	-
108167847	-
108167848	ENSMUSP00000117644.3
108167861	-
108167871	-
108167872	-
108167876	-
108167891	-
108167896	-
108167896	-
108167896	-
108167900	-
108167900	-
108167900	-
108167900	-
108167906	-
108167910	-
108167922	-
108167926	-
108167930	-
108167933	-
108167959	-
108167966	-
108167969	-
108167971	-
108167971	-
108167972	-
108167981	-
108167994	-
108167996	-
108167996	-
108168006	-
108168033	-
108168035	-
108168035	-
108168036	-
108168046	-
108168047	-
108168048	-
108168051	-
108168052	-
108168053	-
108168057	-
108168078	-
108168089	-
108168094	-
108168099	-
108168103	-
108168114	-
108168122	-
108168148	ENSMUSP00000128907.2
108168152	ENSMUSP00000132242.2
108168153	-
108168154	-
108168155	-
108168155	ENSMUSP00000159773.1
108168162	-
108168164	-
108168167	-
108168173	-
108168174	-
108168186	ENSMUSP00000127177.2
108168190	-
108168192	-
108168193	-
108168195	-
108168208	ENSMUSP00000147554.2
108168212	-
108168216	-
108168217	-
108168228	-
108168230	-
108168233	-
108168238	-
108168247	-
108168249	-
108168250	-
108168273	-
108168275	-
108168277	-
108168278	-
108168279	-
108168299	-
108168304	-
108168308	ENSMUSP00000160140.1
108168315	-
108168316	-
108168318	-
108168339	-
108168342	-
108168350	-
108168352	-
108168359	-
108168370	-
108168374	-
108168388	-
108168395	ENSMUSP00000147542.2
108168397	-
108168404	-
108168406	-
108168406	-
108168409	-
108168410	-
108168414	-
108168423	-
108168428	-
108168434	-
108168435	-
108168436	-
108168443	-
108168446	-
108168448	-
108168449	-
108168456	-
108168458	-
108168459	-
108168460	-
108168461	-
108168462	-
108168463	-
108168465	-
108168466	ENSMUSP00000158768.2
108168467	ENSMUSP00000160066.1
108168468	ENSMUSP00000145332.2
108168469	-
108168470	-
108168471	-
108168472	-
108168475	-
108168476	-
108168485	-
108168492	-
108168506	-
108168509	ENSMUSP00000159656.1
108168510	ENSMUSP00000140730.2
108168511	ENSMUSP00000159668.1
108168515	ENSMUSP00000136754.2
108168516	-
108168520	ENSMUSP00000136187.2
108168521	-
108168524	-
108168525	ENSMUSP00000136591.2
108168526	-
108168527	ENSMUSP00000140067.2
108168528	-
108168530	ENSMUSP00000136575.2
108168533	ENSMUSP00000137112.2
108168537	-
108168538	-
108168539	-
108168540	-
108168541	-
108168542	-
108168543	-
108168544	-
108168545	ENSMUSP00000140500.2
108168545	ENSMUSP00000159650.1
108168546	-
108168547	ENSMUSP00000141039.2
108168547	ENSMUSP00000159654.1
108168548	ENSMUSP00000140689.2
108168549	-
108168550	-
108168551	ENSMUSP00000140532.2
108168551	ENSMUSP00000159659.1
108168552	ENSMUSP00000140218.2
108168552	ENSMUSP00000159660.1
108168553	ENSMUSP00000140542.2
108168554	ENSMUSP00000137876.2
108168555	ENSMUSP00000139596.2
108168556	-
108168557	ENSMUSP00000140851.2
108168558	ENSMUSP00000140677.2
108168558	ENSMUSP00000159653.1
108168559	ENSMUSP00000140238.2
108168560	-
108168561	-
108168562	-
108168563	-
108168565	-
108168566	-
108168567	-
108168568	-
108168569	-
108168570	-
108168571	-
108168574	-
108168575	-
108168576	-
108168577	-
108168578	ENSMUSP00000136143.2
108168579	ENSMUSP00000141090.2
108168580	-
108168581	-
108168582	ENSMUSP00000141161.2
108168583	-
108168584	-
108168585	-
108168586	-
108168587	-
108168588	-
108168589	-
108168590	ENSMUSP00000159663.1
108168591	-
108168592	-
108168593	-
108168594	ENSMUSP00000139807.2
108168595	-
108168596	-
108168597	-
108168597	-
108168598	-
108168599	-
108168600	-
108168601	-
108168602	-
108168603	-
108168604	-
108168605	-
108168606	-
108168607	-
108168608	-
108168609	-
108168610	-
108168611	-
108168612	-
108168613	-
108168614	ENSMUSP00000137553.2
108168615	-
108168616	-
108168617	-
108168618	-
108168619	-
108168620	-
108168621	-
108168622	-
108168623	-
108168624	-
108168625	-
108168626	-
108168627	-
108168628	-
108168629	-
108168630	-
108168631	-
108168632	-
108168633	-
108168634	-
108168635	-
108168636	-
108168637	ENSMUSP00000136150.2
108168638	ENSMUSP00000135925.2
108168642	ENSMUSP00000136554.2
108168646	-
108168647	-
108168648	-
108168649	-
108168650	-
108168651	-
108168652	-
108168653	-
108168654	-
108168655	-
108168656	-
108168657	-
108168658	ENSMUSP00000136243.2
108168659	-
108168660	-
108168661	-
108168662	ENSMUSP00000139614.2
108168663	-
108168664	-
108168665	-
108168666	-
108168667	-
108168668	-
108168669	ENSMUSP00000139421.2
108168670	-
108168671	-
108168681	ENSMUSP00000106205.4
108168683	ENSMUSP00000129755.3
108168685	ENSMUSP00000126681.3
108168688	-
108168695	-
108168713	-
108168715	-
108168721	-
108168730	-
108168739	-
108168741	-
108168742	-
108168745	-
108168754	-
108168759	-
108168761	-
108168770	-
108168771	-
108168773	-
108168775	-
108168784	-
108168785	-
108168786	-
108168821	-
108168827	-
108168832	-
108168835	-
108168837	-
108168840	-
108168848	-
108168856	-
108168860	-
108168861	-
108168871	-
108168873	-
108168884	-
108168885	-
108168885	-
108168893	-
108168895	-
108168901	-
108168912	-
108168916	-
108168917	-
108168920	-
108168922	-
108168926	-
108168927	-
108168938	-
108168944	-
108168954	-
108168974	-
108168984	-
108169004	-
108169022	-
108169024	-
108169044	-
108169051	-
108169063	-
108169066	-
108169067	-
108169072	-
108169073	-
108169076	-
108169082	-
108169082	-
108169084	-
108169085	-
108169089	-
108169091	-
108169097	ENSMUSP00000144354.2
108169100	ENSMUSP00000158634.2
108169103	-
108169107	-
108169111	-
108169112	-
108169115	-
108169116	-
108169122	-
108169131	-
108169132	-
108169133	-
108169138	-
108169140	-
108169140	-
108169141	-
108169141	-
108169143	-
108169148	-
108169148	-
108169154	-
108169165	-
108169166	-
108169169	-
108169170	-
108169173	-
108169174	-
108169179	-
108169184	-
108169185	-
108169186	-
108169187	-
108169191	-
108169196	-
108169197	-
109729085	ENSMUSP00000136494.2
110599566	ENSMUSP00000111184.3
110599584	ENSMUSP00000078550.5
110599584	ENSMUSP00000113475.2
110599589	ENSMUSP00000158316.2
111043197	-
111043200	-
111274024	-
111365222	-
111828493	-
112136069	-
112136079	-
112486228	-
112590811	-
112694759	ENSMUSP00000117658.2
112694759	-
112694762	-
112841581	-
112841584	-
112841585	-
112841586	-
112841587	-
112841588	-
112841591	-
112841593	-
112841594	-
113002583	ENSMUSP00000159139.2
113523645	-
113939900	ENSMUSP00000158848.2
114841036	ENSMUSP00000158226.2
115035153	-
115066721	-
115066722	-
115066723	-
115066724	-
115066726	-
115485607	-
115485610	-
115485611	-
115485612	-
115485613	-
115485614	-
115485615	-
115485616	-
115485617	-
115485618	-
115485619	-
115485620	-
115485621	-
115485622	-
115485623	-
115485624	-
115485625	-
115485626	-
115485627	-
115485628	-
115485629	-
115485631	-
115485632	-
115485633	-
115485634	-
115485637	-
115485638	-
115485639	-
115485640	-
115485641	-
115485642	-
115485643	-
115485644	-
115485645	-
115485646	-
115485647	-
115485648	-
115485649	-
115485650	-
115485651	-
115485652	-
115485653	-
115485654	-
115485655	-
115485657	-
115485658	-
115485659	-
115485660	-
115485661	-
115485662	-
115485663	-
115485664	-
115485665	-
115485666	-
115485667	-
115485668	-
115485669	-
115485670	-
115485671	-
115485672	-
115485673	-
115485674	-
115485675	-
115485676	-
115485678	-
115485679	-
115485682	-
115485683	-
115485684	-
115485685	-
115485686	-
115485687	-
115485688	-
115485689	-
115485690	-
115485691	-
115485692	-
115485693	-
115485694	-
115485695	-
115485696	-
115485697	-
115485698	-
115485699	-
115485700	-
115485701	-
115485702	-
115485703	-
115485704	-
115485705	-
115485706	-
115485707	-
115485708	-
115485709	-
115485710	-
115485711	-
115485712	-
115485713	-
115485714	-
115485715	-
115485716	-
115485717	-
115485718	-
115485719	-
115485720	-
115485721	-
115485722	-
115485723	-
115485724	-
115485729	-
115485730	-
115485731	-
115485732	-
115485733	-
115485735	-
115485736	-
115485737	-
115485738	-
115485739	-
115485740	-
115485741	-
115485742	-
115485743	-
115485744	-
115485745	-
115485746	-
115485747	-
115485748	-
115485749	-
115485750	-
115485751	-
115485752	-
115485753	-
115485754	-
115485755	-
115485756	-
115485757	-
115485758	-
115485759	-
115485760	-
115485761	-
115485762	-
115485763	-
115485765	-
115485766	-
115485767	-
115485768	-
115485769	-
115485770	-
115485771	-
115485772	-
115485773	-
115485774	-
115485775	-
115485776	-
115485777	-
115485778	-
115485779	-
115485780	-
115485781	-
115485782	-
115485783	-
115485784	-
115485785	-
115485786	-
115485787	-
115485788	-
115485789	-
115485790	-
115485791	-
115485792	-
115485793	-
115485794	-
115485795	-
115485796	-
115485797	-
115485798	-
115485799	-
115485800	-
115485801	-
115485802	-
115485803	-
115485804	-
115485805	-
115485806	-
115485807	-
115485808	-
115485809	-
115485810	-
115485811	-
115485812	-
115485813	-
115485814	-
115485815	-
115485816	-
115485817	-
115485818	-
115485819	-
115485820	-
115485821	-
115485822	-
115485823	-
115485824	-
115485825	-
115485827	-
115485828	-
115485829	-
115485830	-
115485831	-
115485832	-
115485833	-
115485834	-
115485835	-
115485836	-
115485837	-
115485838	-
115485839	-
115485840	-
115485841	-
115485842	-
115485843	-
115485844	-
115485845	-
115485846	-
115485847	-
115485848	-
115485849	-
115485850	-
115485851	-
115485852	-
115485853	-
115485854	-
115485856	-
115485857	-
115485858	-
115485860	-
115485861	-
115485862	-
115485863	-
115485864	-
115485865	-
115485866	-
115485867	-
115485868	-
115485869	-
115485870	-
115485871	-
115485872	-
115485873	-
115485874	-
115485875	-
115485876	-
115485877	-
115485878	-
115485879	-
115485880	-
115485881	-
115485882	-
115485883	-
115485884	-
115485885	-
115485886	-
115485887	-
115485888	-
115485889	-
115485890	-
115485891	-
115485892	-
115485893	-
115485894	-
115485895	-
115485897	-
115485898	-
115485899	-
115485900	-
115485901	-
115485902	-
115485903	-
115485904	-
115485905	-
115485906	-
115485907	-
115485908	-
115485909	-
115485910	-
115485911	-
115485912	-
115485913	-
115485914	-
115485915	-
115485916	-
115485917	-
115485918	-
115485919	-
115485921	-
115485922	-
115485923	-
115485929	-
115485931	-
115485932	-
115485933	-
115485934	-
115485935	-
115485936	-
115485937	-
115485938	-
115485939	-
115485940	-
115485941	-
115485942	-
115485943	-
115485944	-
115485945	-
115485946	-
115485947	-
115485948	-
115485949	-
115485950	-
115485951	-
115485952	-
115485953	-
115485954	-
115485955	-
115485956	-
115485957	-
115485958	-
115485959	-
115485960	-
115485961	-
115485962	-
115485963	-
115485964	-
115485965	-
115485966	-
115485967	-
115485968	-
115485969	-
115485971	-
115485972	-
115485973	-
115485974	-
115485975	-
115485976	-
115485977	-
115485978	-
115485979	-
115485980	-
115485981	-
115485982	-
115485983	-
115485984	-
115485985	-
115485986	-
115485987	-
115485988	-
115485989	-
115485990	-
115485991	-
115485992	-
115485993	-
115485994	-
115485995	-
115485996	-
115485997	-
115485998	-
115485999	-
115486000	-
115486001	-
115486003	-
115486004	-
115486005	-
115486006	-
115486007	-
115486008	-
115486009	-
115486010	-
115486011	-
115486012	-
115486013	-
115486014	-
115486015	-
115486016	-
115486017	-
115486018	-
115486019	-
115486020	-
115486021	-
115486022	-
115486023	-
115486024	-
115486025	-
115486026	-
115486027	-
115486028	-
115486029	-
115486031	-
115486032	-
115486033	-
115486035	-
115486036	-
115486037	-
115486038	-
115486039	-
115486040	-
115486041	-
115486042	-
115486043	-
115486044	-
115486045	-
115486046	-
115486047	-
115486048	-
115486049	-
115486050	-
115486051	-
115486052	-
115486053	-
115486054	-
115486056	-
115486057	-
115486058	-
115486059	-
115486060	-
115486061	-
115486062	-
115486063	-
115486064	-
115486065	-
115486067	-
115486068	-
115486069	-
115486070	-
115486071	-
115486072	-
115486073	-
115486074	-
115486075	-
115486076	-
115486077	-
115486079	-
115486080	-
115486082	-
115486083	-
115486084	-
115486085	-
115486086	-
115486087	-
115486088	-
115486089	-
115486090	-
115486091	-
115486092	-
115486093	-
115486094	-
115486095	-
115486096	-
115486097	-
115486098	-
115486099	-
115486100	-
115486101	-
115486102	-
115486103	-
115486104	-
115486105	-
115486106	-
115486107	-
115486108	-
115486109	-
115486110	-
115486111	-
115486112	-
115486113	-
115486115	-
115486116	-
115486117	-
115486118	-
115486119	-
115486120	-
115486121	-
115486122	-
115486124	-
115486125	-
115486126	-
115486130	-
115486131	-
115486132	-
115486133	-
115486134	-
115486135	-
115486136	-
115486137	-
115486138	-
115486139	-
115486140	-
115486141	-
115486142	-
115486143	-
115486144	-
115486145	-
115486146	-
115486147	-
115486148	-
115486149	-
115486150	-
115486151	-
115486152	-
115486153	-
115486154	-
115486155	-
115486156	-
115486157	-
115486158	-
115486159	-
115486160	-
115486161	-
115486162	-
115486163	-
115486164	-
115486165	-
115486166	-
115486167	-
115486168	-
115486169	-
115486170	-
115486171	-
115486172	-
115486174	-
115486176	-
115486177	-
115486178	-
115486181	-
115486182	-
115486183	-
115486184	-
115486185	-
115486186	-
115486187	-
115486188	-
115486189	-
115486190	-
115486191	-
115486192	-
115486193	-
115486194	-
115486195	-
115486196	-
115486197	-
115486198	-
115486199	-
115486200	-
115486201	-
115486202	-
115486203	-
115486204	-
115486205	-
115486206	-
115486207	-
115486208	-
115486209	-
115486210	-
115486211	-
115486212	-
115486213	-
115486215	-
115486216	-
115486218	-
115486219	-
115486220	-
115486221	-
115486222	-
115486223	-
115486224	-
115486225	-
115486226	-
115486227	-
115486228	-
115486229	-
115486230	-
115486231	-
115486232	-
115486233	-
115486234	-
115486237	-
115486240	-
115486241	-
115486242	-
115486243	-
115486244	-
115486245	-
115486246	-
115486247	-
115486248	-
115486249	-
115486250	-
115486251	-
115486252	-
115486253	-
115486254	-
115486255	-
115486256	-
115486257	-
115486258	-
115486259	-
115486260	-
115486261	-
115486262	-
115486263	-
115486264	-
115486265	-
115486266	-
115486267	-
115486268	-
115486269	-
115486270	-
115486271	-
115486272	-
115486273	-
115486274	-
115486276	-
115486277	-
115486278	-
115486279	-
115486280	-
115486281	-
115486282	-
115486283	-
115486284	-
115486285	-
115486286	-
115486287	-
115486288	-
115486289	-
115486290	-
115486291	-
115486292	-
115486296	-
115486298	-
115486299	-
115486300	-
115486301	-
115486302	-
115486303	-
115486304	-
115486305	-
115486306	-
115486307	-
115486308	-
115486309	-
115486310	-
115486311	-
115486312	-
115486313	-
115486314	-
115486315	-
115486316	-
115486317	-
115486318	-
115486319	-
115486320	-
115486321	-
115486322	-
115486323	-
115486324	-
115486325	-
115486326	-
115486329	-
115486330	-
115486331	-
115486332	-
115486333	-
115486334	-
115486335	-
115486336	-
115486337	-
115486338	-
115486339	-
115486340	-
115486341	-
115486342	-
115486343	-
115486344	-
115486345	-
115486346	-
115486347	-
115486348	-
115486349	-
115486350	-
115486351	-
115486352	-
115486353	-
115486354	-
115486355	-
115486356	-
115486357	-
115486358	-
115486359	-
115486360	-
115486361	-
115486362	-
115486363	-
115486364	-
115486365	-
115486366	-
115486367	-
115486368	-
115486369	-
115486370	-
115486371	-
115486372	-
115486373	-
115486374	-
115486375	-
115486376	-
115486377	-
115486378	-
115486379	-
115486380	-
115486381	-
115486382	-
115486383	-
115486385	-
115486386	-
115486387	-
115486389	-
115486408	-
115486415	-
115486416	-
115486416	-
115486416	-
115486416	-
115486434	-
115486445	-
115486448	-
115486454	-
115486465	-
115486466	-
115486467	-
115486474	-
115486477	-
115486481	ENSMUSP00000147817.2
115486482	-
115486486	-
115486488	-
115486493	-
115486497	-
115486507	-
115486515	-
115486515	-
115486516	-
115486516	-
115486519	ENSMUSP00000159686.1
115486519	ENSMUSP00000159688.1
115486519	ENSMUSP00000159687.1
115486532	-
115486540	-
115486558	-
115486559	-
115486560	-
115486561	-
115486562	-
115486563	-
115486564	-
115486565	-
115486566	-
115486567	-
115486568	-
115486569	-
115486570	-
115486571	-
115486572	-
115486573	-
115486574	-
115486575	-
115486576	-
115486577	-
115486578	-
115486579	-
115486580	-
115486581	-
115486582	-
115486583	-
115486584	-
115486585	-
115486586	-
115486587	-
115486588	-
115486589	-
115486590	-
115486592	-
115486594	-
115486595	-
115486598	-
115486599	-
115486600	-
115486601	-
115486602	-
115486603	-
115486604	-
115486605	-
115486606	-
115486607	-
115486608	-
115486609	-
115486610	-
115486611	-
115486612	-
115486613	-
115486614	-
115486615	-
115486616	-
115486617	-
115486618	-
115486619	-
115486620	-
115486621	-
115486622	-
115486623	-
115486624	-
115486625	-
115486626	-
115486627	-
115486628	-
115486629	-
115486630	-
115486631	-
115486632	-
115486633	-
115486634	-
115486635	-
115486636	-
115486637	-
115486638	-
115486639	-
115486640	-
115486641	-
115486642	-
115486643	-
115486644	-
115486645	-
115486646	-
115486647	-
115486648	-
115486649	-
115486650	-
115486651	-
115486652	-
115486653	-
115486654	-
115486655	-
115486656	-
115486657	-
115486658	-
115486659	-
115486660	-
115486661	-
115486662	-
115486663	-
115486664	-
115486665	-
115486666	-
115486667	-
115486668	-
115486669	-
115486670	-
115486671	-
115486672	-
115486673	-
115486674	-
115486675	-
115486676	-
115486677	-
115486678	-
115486679	-
115486680	-
115486681	-
115486683	-
115486684	-
115486685	-
115486686	-
115486687	-
115486688	-
115486689	-
115486690	-
115486691	-
115486692	-
115486693	-
115486694	-
115486695	-
115486696	-
115486697	-
115486698	-
115486699	-
115486700	-
115486701	-
115486702	-
115486703	-
115486704	-
115486705	-
