GeneID	Ensembl_protein_identifier
12175	ENSMUSP00000034754.6
12176	ENSMUSP00000101718.2
12177	ENSMUSP00000022634.9
12180	ENSMUSP00000073911.4
12180	ENSMUSP00000109824.3
12181	ENSMUSP00000023217.10
12182	ENSMUSP00000098796.5
12183	ENSMUSP00000047393.6
12189	ENSMUSP00000017290.5
12190	ENSMUSP00000038576.8
12190	ENSMUSP00000144150.2
12192	ENSMUSP00000021552.2
12193	ENSMUSP00000050820.7
12209	ENSMUSP00000033464.4
12211	ENSMUSP00000138333.2
12211	ENSMUSP00000136329.2
12211	ENSMUSP00000138732.2
12211	ENSMUSP00000138270.2
12211	ENSMUSP00000138693.2
12212	ENSMUSP00000112246.3
12215	ENSMUSP00000136487.2
12215	ENSMUSP00000070751.6
12217	ENSMUSP00000035208.7
12223	ENSMUSP00000112765.3
12224	ENSMUSP00000005279.7
12226	ENSMUSP00000038863.8
12227	ENSMUSP00000020692.7
12228	ENSMUSP00000023570.8
12229	ENSMUSP00000033617.7
12231	ENSMUSP00000041013.8
12234	ENSMUSP00000070728.6
12234	ENSMUSP00000107567.3
12234	ENSMUSP00000153562.2
12235	ENSMUSP00000028858.8
12235	ENSMUSP00001091667.1
12236	ENSMUSP00000037126.8
12237	ENSMUSP00000081547.6
12237	-
12238	ENSMUSP00000049882.5
12257	ENSMUSP00000037039.7
12258	ENSMUSP00000023994.4
12259	ENSMUSP00000048836.6
12260	ENSMUSP00000040246.9
12261	ENSMUSP00000077612.7
12262	ENSMUSP00000036747.6
12263	ENSMUSP00000025230.9
12265	ENSMUSP00000154946.2
12265	ENSMUSP00000155517.2
12265	ENSMUSP00000155002.2
12265	ENSMUSP00000023147.7
12266	ENSMUSP00000024988.9
12267	ENSMUSP00000048092.9
12268	ENSMUSP00000069418.9
12269	ENSMUSP00000027657.8
12273	ENSMUSP00000129972.2
12273	ENSMUSP00000060003.6
12274	ENSMUSP00000124417.2
12279	ENSMUSP00000022749.11
12282	ENSMUSP00000068594.7
12282	ENSMUSP00000125594.2
12282	ENSMUSP00000123700.2
12283	ENSMUSP00000095270.3
12283	ENSMUSP00000108987.2
12286	ENSMUSP00000114055.2
12286	ENSMUSP00000112436.2
12286	ENSMUSP00000158803.2
12287	ENSMUSP00000037416.6
12287	ENSMUSP00000063236.8
12287	ENSMUSP00000100003.3
12288	ENSMUSP00000077433.9
12288	ENSMUSP00000108410.4
12288	ENSMUSP00000141033.2
12288	ENSMUSP00000141015.2
12288	ENSMUSP00000140961.2
12288	ENSMUSP00000140886.2
12288	ENSMUSP00000108413.5
12288	ENSMUSP00000108444.3
12288	ENSMUSP00000140056.2
12288	ENSMUSP00000140341.2
12288	ENSMUSP00000151863.2
12288	ENSMUSP00000140415.2
12289	ENSMUSP00000153250.3
12289	ENSMUSP00000158632.2
12289	ENSMUSP00000107869.4
12289	ENSMUSP00000153293.3
12289	ENSMUSP00000153586.3
12289	ENSMUSP00000158773.2
12289	-
12290	ENSMUSP00000140937.2
12290	ENSMUSP00000148507.2
12291	ENSMUSP00000021234.9
12291	ENSMUSP00000103419.2
12291	ENSMUSP00000103415.2
12291	ENSMUSP00000098127.4
12291	ENSMUSP00000103418.2
12291	ENSMUSP00000099455.3
12291	ENSMUSP00000103422.2
12291	ENSMUSP00000103417.2
12291	ENSMUSP00000103420.2
12291	ENSMUSP00000103421.2
12292	ENSMUSP00000107695.2
12292	ENSMUSP00000125278.2
12292	ENSMUSP00000107699.4
12293	ENSMUSP00000049457.8
12293	ENSMUSP00000099117.4
12293	ENSMUSP00000136260.2
12293	ENSMUSP00000142881.2
12293	ENSMUSP00000077391.7
12294	ENSMUSP00000022567.8
12295	ENSMUSP00000103187.2
12295	ENSMUSP00000103186.3
12295	ENSMUSP00000090412.5
12295	ENSMUSP00000017552.7
12296	ENSMUSP00000141221.2
12296	ENSMUSP00000110367.2
12296	-
12296	ENSMUSP00000110371.3
12297	ENSMUSP00000104778.2
12297	ENSMUSP00000003442.9
12297	ENSMUSP00000155514.2
12297	-
12298	ENSMUSP00000077438.7
12298	ENSMUSP00000099822.3
12298	ENSMUSP00000099821.4
12299	ENSMUSP00000021065.6
12300	ENSMUSP00000019290.3
12301	ENSMUSP00000014370.6
12304	ENSMUSP00000076521.8
12305	ENSMUSP00000133047.3
12305	ENSMUSP00000113062.2
12305	ENSMUSP00000112570.2
12305	ENSMUSP00000094945.4
12305	-
12306	ENSMUSP00000034756.9
12307	ENSMUSP00000029876.2
12308	ENSMUSP00000148680.2
12308	ENSMUSP00000003754.7
12309	ENSMUSP00000045120.3
12310	ENSMUSP00000032906.5
12310	ENSMUSP00000146328.2
12310	ENSMUSP00000032907.8
12311	ENSMUSP00000130083.2
12311	ENSMUSP00000111285.2
12311	ENSMUSP00000132124.3
12311	ENSMUSP00000075070.7
12313	ENSMUSP00000105709.4
12314	ENSMUSP00000157025.2
12314	ENSMUSP00000048857.7
12315	ENSMUSP00000019514.10
12316	ENSMUSP00000059159.9
12317	ENSMUSP00000003912.7
12319	ENSMUSP00000063511.7
12321	ENSMUSP00000134708.2
12321	ENSMUSP00000031779.11
12321	ENSMUSP00000087967.8
12322	ENSMUSP00000048325.7
12322	ENSMUSP00000025519.5
12322	ENSMUSP00000110950.3
12322	ENSMUSP00000099952.4
12323	ENSMUSP00000087925.4
12323	ENSMUSP00000105437.3
12323	ENSMUSP00000002817.6
12323	ENSMUSP00000099120.3
12323	ENSMUSP00000105438.3
12323	ENSMUSP00000019133.5
12323	ENSMUSP00000091046.6
12325	ENSMUSP00000079298.7
12325	ENSMUSP00000098398.4
12325	ENSMUSP00000154158.2
12325	ENSMUSP00000071720.7
12326	ENSMUSP00000046539.5
12326	ENSMUSP00000157216.2
12328	ENSMUSP00000021963.5
12330	ENSMUSP00000137440.2
12330	ENSMUSP00000020637.9
12331	ENSMUSP00000068260.6
12331	ENSMUSP00000101864.4
12331	ENSMUSP00000101862.2
12332	ENSMUSP00000109705.2
12332	ENSMUSP00000109706.2
12332	ENSMUSP00000063389.7
12333	ENSMUSP00000127498.2
12333	ENSMUSP00000025891.9
12334	ENSMUSP00000068895.9
12335	ENSMUSP00000028748.7
12335	ENSMUSP00000106349.2
12335	ENSMUSP00000028749.8
12336	ENSMUSP00000117951.3
12336	ENSMUSP00000001845.6
12337	ENSMUSP00000102729.2
12337	ENSMUSP00000048183.8
12338	ENSMUSP00000084573.6
12339	ENSMUSP00000022451.8
12339	-
12340	ENSMUSP00000102381.4
12343	ENSMUSP00000015877.8
12344	ENSMUSP00000038562.5
12345	ENSMUSP00000099565.4
12345	ENSMUSP00000030518.10
12345	ENSMUSP00000099566.4
12346	ENSMUSP00000091925.5
12346	ENSMUSP00000137926.2
12348	ENSMUSP00000003360.8
12349	ENSMUSP00000029078.8
12350	ENSMUSP00000029076.5
12351	ENSMUSP00000099483.4
12352	ENSMUSP00000060457.8
12353	ENSMUSP00000030817.5
12354	ENSMUSP00000125112.2
12354	ENSMUSP00000125404.2
12354	ENSMUSP00000052136.5
12355	ENSMUSP00000074915.6
12355	ENSMUSP00000106960.2
12355	ENSMUSP00000005820.5
12359	ENSMUSP00000028610.4
12361	ENSMUSP00000111098.4
12361	ENSMUSP00000111096.3
12362	ENSMUSP00000027015.6
12363	ENSMUSP00000027012.8
12364	ENSMUSP00000027009.5
12364	ENSMUSP00000122201.2
12365	ENSMUSP00000005488.8
12366	ENSMUSP00000031895.7
12367	ENSMUSP00000147767.2
12367	ENSMUSP00000091238.6
12368	ENSMUSP00000029626.9
12369	ENSMUSP00000026062.10
12370	ENSMUSP00000127375.2
12370	ENSMUSP00000140335.2
12370	ENSMUSP00000140546.2
12370	ENSMUSP00000027189.9
12371	ENSMUSP00000095414.5
12371	ENSMUSP00000030747.5
12372	ENSMUSP00000003554.5
12373	ENSMUSP00000130482.3
12373	ENSMUSP00000029454.6
12374	ENSMUSP00000069080.8
12374	ENSMUSP00000133500.2
12380	ENSMUSP00000152174.2
12380	ENSMUSP00000152118.2
12380	ENSMUSP00000152306.2
12380	ENSMUSP00000152550.2
12380	ENSMUSP00000152504.2
12380	ENSMUSP00000152657.2
12380	ENSMUSP00000065275.5
12385	ENSMUSP00000049007.7
12386	ENSMUSP00000124764.2
12386	ENSMUSP00000074809.6
12386	ENSMUSP00000124376.2
12386	ENSMUSP00000123714.2
12387	ENSMUSP00000136294.2
12387	ENSMUSP00000007130.9
12388	ENSMUSP00000107326.3
12388	ENSMUSP00000107299.3
12388	ENSMUSP00000107320.2
12388	ENSMUSP00000065252.4
12388	ENSMUSP00000042543.7
12388	ENSMUSP00000107321.2
12388	ENSMUSP00000107306.2
12388	ENSMUSP00000064518.4
12388	ENSMUSP00000107313.2
12388	ENSMUSP00000107323.2
12388	ENSMUSP00000107324.2
12388	ENSMUSP00000107314.2
12388	ENSMUSP00000107325.2
12388	ENSMUSP00000107307.2
12389	ENSMUSP00000111113.2
12389	ENSMUSP00000111116.2
12389	ENSMUSP00000111114.2
12389	ENSMUSP00000007799.7
12390	ENSMUSP00000111119.2
12390	ENSMUSP00000000058.7
12391	ENSMUSP00000074922.7
12393	ENSMUSP00000109202.3
12393	ENSMUSP00000109201.4
12393	ENSMUSP00000124918.2
12393	ENSMUSP00000123707.2
12393	ENSMUSP00000123743.2
12393	-
12394	ENSMUSP00000023673.8
12394	ENSMUSP00000131079.2
12394	ENSMUSP00000109589.4
12395	ENSMUSP00000006761.4
12395	ENSMUSP00000127109.2
12395	ENSMUSP00000095856.4
12396	ENSMUSP00000105347.2
12396	ENSMUSP00000043087.9
12396	ENSMUSP00000118371.2
12397	-
12398	ENSMUSP00000065728.7
12398	ENSMUSP00000118997.2
12398	ENSMUSP00000006525.7
12399	ENSMUSP00000113159.2
12399	ENSMUSP00000050353.8
12400	ENSMUSP00000105021.2
12400	ENSMUSP00000105022.2
12400	ENSMUSP00000105019.2
12400	ENSMUSP00000059382.3
12401	ENSMUSP00000044033.7
12402	ENSMUSP00000146244.2
12402	ENSMUSP00000041902.8
12404	ENSMUSP00000034076.9
12405	ENSMUSP00000068863.4
12405	ENSMUSP00000126810.2
12405	ENSMUSP00000113695.2
12405	ENSMUSP00000113996.2
12406	ENSMUSP00000147064.2
12406	ENSMUSP00000091706.5
12406	ENSMUSP00000146969.2
12406	ENSMUSP00000126390.2
12408	ENSMUSP00000049394.9
12409	ENSMUSP00000026148.3
12409	ENSMUSP00000117739.2
12411	ENSMUSP00000113209.2
12411	ENSMUSP00000066878.7
12411	ENSMUSP00000158269.2
12411	ENSMUSP00000077597.6
12412	ENSMUSP00000078640.4
12412	ENSMUSP00000091475.4
12412	-
12412	ENSMUSP00000018810.4
12416	ENSMUSP00000026662.8
12417	ENSMUSP00000031862.8
12418	ENSMUSP00000026665.8
12419	ENSMUSP00000113157.2
12419	ENSMUSP00000113158.2
12419	ENSMUSP00000104441.4
12421	ENSMUSP00000027040.7
12421	ENSMUSP00000125348.2
12424	ENSMUSP00000150080.2
12424	ENSMUSP00000149679.2
12424	ENSMUSP00000035120.5
12425	ENSMUSP00000144103.2
12425	ENSMUSP00000031093.4
12426	ENSMUSP00000033189.4
12427	ENSMUSP00000143447.2
12427	ENSMUSP00000029368.3
12427	ENSMUSP00000142692.2
12427	ENSMUSP00000142706.2
12428	ENSMUSP00000029270.4
12442	ENSMUSP00000034742.7
12443	ENSMUSP00000091495.5
12444	ENSMUSP00000000188.9
12445	ENSMUSP00000040488.10
12445	ENSMUSP00000126141.2
12445	ENSMUSP00000138091.2
12445	ENSMUSP00000138458.2
12447	ENSMUSP00000103658.4
12448	ENSMUSP00000130693.2
12448	ENSMUSP00000103960.4
12448	ENSMUSP00000029866.10
12449	ENSMUSP00000111048.4
12450	ENSMUSP00000020576.8
12452	ENSMUSP00000031331.7
12453	ENSMUSP00000050189.9
12454	ENSMUSP00000098616.5
12454	ENSMUSP00000152784.2
12455	ENSMUSP00000012104.7
12457	ENSMUSP00000023849.9
12458	ENSMUSP00000131153.3
12458	ENSMUSP00000135945.2
12458	ENSMUSP00000137249.2
12458	ENSMUSP00000128559.3
12458	ENSMUSP00000128529.3
12458	ENSMUSP00000095029.2
12460	ENSMUSP00000035486.6
12461	ENSMUSP00000036288.8
12462	ENSMUSP00000001452.8
12464	ENSMUSP00000133523.2
12465	ENSMUSP00000022842.9
12466	ENSMUSP00000159385.2
12467	ENSMUSP00000098288.5
12467	ENSMUSP00000021040.4
12468	ENSMUSP00000032078.7
12469	ENSMUSP00000026704.8
12475	ENSMUSP00000056669.7
12476	ENSMUSP00000136331.2
12476	ENSMUSP00000061636.6
12476	ENSMUSP00000101622.3
12477	ENSMUSP00000095327.4
12477	ENSMUSP00000027164.3
12478	ENSMUSP00000032968.7
12478	ENSMUSP00000145803.2
12478	-
12479	ENSMUSP00000070616.6
12479	ENSMUSP00000029717.3
12480	-
12480	-
12481	ENSMUSP00000029456.5
12482	ENSMUSP00000126422.2
12483	ENSMUSP00000139871.2
12483	ENSMUSP00000019248.7
12483	ENSMUSP00000139685.2
12483	-
12484	ENSMUSP00000057983.9
12487	ENSMUSP00000027165.3
12488	ENSMUSP00000156812.2
12488	ENSMUSP00000024709.8
12489	ENSMUSP00000004728.6
12489	ENSMUSP00000146225.2
12490	ENSMUSP00000106439.3
12490	ENSMUSP00000016638.3
12491	ENSMUSP00000143061.2
12491	ENSMUSP00000133008.2
12491	ENSMUSP00000126300.2
12491	ENSMUSP00000131832.2
12491	ENSMUSP00000080974.7
12492	ENSMUSP00000031377.8
12493	ENSMUSP00000033063.7
12493	ENSMUSP00000147818.2
12493	ENSMUSP00000096061.2
12494	ENSMUSP00000030964.5
12495	ENSMUSP00000116285.2
12495	ENSMUSP00000107850.3
12496	ENSMUSP00000028328.3
12497	ENSMUSP00000092038.6
12499	ENSMUSP00000105901.3
12499	ENSMUSP00000113106.2
12499	ENSMUSP00000114011.2
12499	ENSMUSP00000071939.6
12500	ENSMUSP00000034602.8
12501	ENSMUSP00000099896.2
12502	ENSMUSP00000002101.6
12503	ENSMUSP00000005907.6
12503	ENSMUSP00000124297.2
12503	ENSMUSP00000124299.3
12503	ENSMUSP00000027849.5
12504	ENSMUSP00000024044.7
12505	ENSMUSP00000062330.8
12505	ENSMUSP00000097265.3
12505	ENSMUSP00000106829.3
12505	ENSMUSP00000106822.3
12505	ENSMUSP00000106821.3
12505	ENSMUSP00000005218.9
12506	ENSMUSP00000015499.8
12506	ENSMUSP00000064241.6
12507	ENSMUSP00000025571.8
12507	ENSMUSP00000158313.2
12508	ENSMUSP00000035781.9
12509	ENSMUSP00000132774.2
12509	ENSMUSP00000048041.6
12511	ENSMUSP00000046861.9
12511	ENSMUSP00000079172.6
12512	ENSMUSP00000100862.2
12512	ENSMUSP00000026407.8
12514	ENSMUSP00000018918.6
12515	ENSMUSP00000032259.4
12516	ENSMUSP00000026159.6
12517	ENSMUSP00000030179.5
12517	ENSMUSP00000095709.4
12517	ENSMUSP00000095708.4
12517	ENSMUSP00000103558.2
12517	ENSMUSP00000103559.2
12518	ENSMUSP00000003469.8
12519	ENSMUSP00000097404.3
12519	ENSMUSP00000156252.2
12519	ENSMUSP00000156031.2
12520	ENSMUSP00000043768.10
12521	ENSMUSP00000112158.3
12521	ENSMUSP00000097287.2
12521	ENSMUSP00000106888.2
12521	ENSMUSP00000028644.5
12522	ENSMUSP00000015540.3
12523	ENSMUSP00000115674.2
12523	ENSMUSP00000122951.2
12523	ENSMUSP00000120881.2
12524	ENSMUSP00000087047.5
12525	ENSMUSP00000068123.8
12525	ENSMUSP00000131873.2
12526	ENSMUSP00000070131.8
12527	ENSMUSP00000032492.9
12530	ENSMUSP00000091882.4
12531	ENSMUSP00000078784.9
12531	ENSMUSP00000028804.9
12532	ENSMUSP00000055427.8
12534	ENSMUSP00000020099.6
12537	ENSMUSP00000101223.2
12537	ENSMUSP00000101225.2
12537	ENSMUSP00000070527.4
12539	ENSMUSP00000150265.2
12539	ENSMUSP00000019615.10
12540	ENSMUSP00000030417.10
12540	ENSMUSP00000054634.7
12544	ENSMUSP00000094753.4
12544	ENSMUSP00000000028.8
12545	ENSMUSP00000113385.2
12545	ENSMUSP00000112392.3
12545	ENSMUSP00000075792.7
12545	ENSMUSP00000031221.6
12549	ENSMUSP00000023487.5
12550	ENSMUSP00000000312.6
12552	ENSMUSP00000074681.4
12554	ENSMUSP00000113527.2
12555	ENSMUSP00000034443.6
12556	ENSMUSP00000129663.4
12556	ENSMUSP00000148726.2
12556	ENSMUSP00000148478.2
12557	ENSMUSP00000029871.6
12558	ENSMUSP00000025166.8
12560	ENSMUSP00000079613.7
12561	ENSMUSP00000104539.2
12561	ENSMUSP00000000314.7
12562	ENSMUSP00000034339.9
12563	ENSMUSP00000037113.5
12564	ENSMUSP00000090935.5
12564	ENSMUSP00000123619.2
12564	ENSMUSP00000114507.2
12564	ENSMUSP00000117326.2
12564	-
12565	ENSMUSP00000154022.2
12566	ENSMUSP00000026415.8
12566	ENSMUSP00000026416.8
12567	ENSMUSP00000006911.6
12568	ENSMUSP00000030814.7
12569	ENSMUSP00000099514.5
12570	ENSMUSP00000125322.3
12571	ENSMUSP00000126024.2
12572	ENSMUSP00000088845.7
12575	ENSMUSP00000113150.2
12575	ENSMUSP00000023829.7
12576	ENSMUSP00000003115.7
12577	ENSMUSP00000128828.2
12577	ENSMUSP00000037302.7
12578	ENSMUSP00000061847.4
12578	ENSMUSP00000102748.3
12579	ENSMUSP00000095595.5
12580	ENSMUSP00000095534.4
12580	ENSMUSP00000070313.5
12581	ENSMUSP00000149499.2
12581	ENSMUSP00000150701.2
12583	ENSMUSP00000046517.8
12585	ENSMUSP00000033169.9
12587	ENSMUSP00000071876.7
12589	ENSMUSP00000031426.8
12590	ENSMUSP00000025521.9
12591	ENSMUSP00000031650.4
12592	ENSMUSP00000033689.3
12593	ENSMUSP00000131784.3
12593	ENSMUSP00000074707.7
12606	ENSMUSP00000096129.5
12607	ENSMUSP00000024885.9
12608	ENSMUSP00000069850.4
12609	ENSMUSP00000148145.2
12611	ENSMUSP00000118588.2
12613	ENSMUSP00000028161.6
12614	ENSMUSP00000016172.8
12614	ENSMUSP00000153927.2
12615	ENSMUSP00000143575.2
12615	ENSMUSP00000122831.2
12616	ENSMUSP00000086938.4
12617	ENSMUSP00000031170.9
12622	ENSMUSP00000048607.4
12623	ENSMUSP00000037555.8
12626	ENSMUSP00000022009.9
12627	ENSMUSP00000027298.4
12628	ENSMUSP00000107607.3
12630	ENSMUSP00000077074.6
12631	ENSMUSP00000147514.2
12632	ENSMUSP00000077262.8
12633	ENSMUSP00000109952.2
12633	ENSMUSP00000109948.2
12633	ENSMUSP00000065107.8
12633	-
12633	-
12633	-
12633	ENSMUSP00000095329.3
12638	ENSMUSP00000049228.6
12640	ENSMUSP00000029975.4
12642	ENSMUSP00000049683.5
12643	ENSMUSP00000047844.9
12647	ENSMUSP00000070865.5
12648	ENSMUSP00000024627.8
12648	ENSMUSP00000134091.2
12649	ENSMUSP00000034625.6
12651	ENSMUSP00000023289.7
12651	-
12652	ENSMUSP00000021610.6
12653	ENSMUSP00000028826.4
12654	ENSMUSP00000119205.2
12654	ENSMUSP00000080717.4
12655	ENSMUSP00000053923.9
12659	ENSMUSP00000000573.3
12660	ENSMUSP00000025760.7
12660	ENSMUSP00000071933.7
12660	-
12661	ENSMUSP00000063933.7
12661	ENSMUSP00000145026.2
12662	ENSMUSP00000109015.3
12662	ENSMUSP00000026607.9
12663	ENSMUSP00000100600.2
12667	ENSMUSP00000156080.2
12667	ENSMUSP00000007171.7
12667	-
12669	ENSMUSP00000126103.2
12669	ENSMUSP00000042632.4
12671	ENSMUSP00000140131.2
12672	ENSMUSP00000040808.4
12675	ENSMUSP00000113809.2
12675	ENSMUSP00000026217.5
12677	ENSMUSP00000131009.3
12677	ENSMUSP00000021665.6
12683	ENSMUSP00000025404.9
12684	ENSMUSP00000001497.8
12686	ENSMUSP00000036357.5
12686	ENSMUSP00000157465.2
12695	ENSMUSP00000030290.8
12695	ENSMUSP00000099854.4
12695	ENSMUSP00000049176.4
12695	ENSMUSP00000102649.2
12696	ENSMUSP00000101004.3
12696	-
12700	ENSMUSP00000082183.6
12702	ENSMUSP00000059129.4
12703	ENSMUSP00000155530.2
12703	ENSMUSP00000038121.5
12704	ENSMUSP00000062049.9
12704	ENSMUSP00000099620.4
12704	ENSMUSP00000107639.3
12704	ENSMUSP00000115802.3
12704	-
12705	ENSMUSP00000051789.4
12705	ENSMUSP00000098890.4
12706	-
12709	ENSMUSP00000001304.8
12715	ENSMUSP00000146972.2
12716	ENSMUSP00000077349.3
12716	ENSMUSP00000000317.6
12721	ENSMUSP00000101972.2
12721	ENSMUSP00000032949.8
12722	ENSMUSP00000054526.6
12722	-
12723	ENSMUSP00000031894.7
12724	-
12724	-
12724	ENSMUSP00000007207.9
12725	ENSMUSP00000105931.2
12725	ENSMUSP00000091202.3
12725	ENSMUSP00000105930.2
12725	ENSMUSP00000004430.8
12725	ENSMUSP00000058648.6
12727	ENSMUSP00000147562.2
12727	ENSMUSP00000000619.7
12727	-
12727	-
12727	ENSMUSP00000148174.2
12728	ENSMUSP00000111412.2
12728	ENSMUSP00000004428.8
12729	ENSMUSP00000026506.5
12733	ENSMUSP00000101416.2
12733	ENSMUSP00000048520.8
12737	ENSMUSP00000023154.3
12738	ENSMUSP00000054219.4
12739	ENSMUSP00000091799.3
12740	ENSMUSP00000053420.3
12741	ENSMUSP00000041925.2
12745	ENSMUSP00000002259.7
12745	ENSMUSP00000105457.3
12747	ENSMUSP00000034868.8
12747	-
12748	ENSMUSP00000088445.6
12748	ENSMUSP00000113390.3
12750	ENSMUSP00000104741.2
12750	ENSMUSP00000090820.7
12751	ENSMUSP00000033184.5
12752	ENSMUSP00000081636.5
12752	ENSMUSP00000095644.3
12752	ENSMUSP00000111973.3
12752	ENSMUSP00000032962.5
12753	ENSMUSP00000143939.2
12753	ENSMUSP00000144022.2
12753	ENSMUSP00000074656.2
12757	ENSMUSP00000103478.4
12757	ENSMUSP00000103483.4
12757	ENSMUSP00000103477.4
12757	ENSMUSP00000103479.4
12757	ENSMUSP00000103481.4
12759	ENSMUSP00000022616.7
12763	ENSMUSP00000129007.2
12763	ENSMUSP00000061045.6
12763	ENSMUSP00000153248.2
12763	ENSMUSP00000153495.2
12764	ENSMUSP00000032419.9
12765	ENSMUSP00000102512.3
12766	ENSMUSP00000052444.7
12767	ENSMUSP00000053489.7
12768	ENSMUSP00000026911.5
12769	ENSMUSP00000126758.2
12769	ENSMUSP00000127024.2
12770	ENSMUSP00000071353.4
12771	ENSMUSP00000039107.8
12772	ENSMUSP00000049909.7
12772	ENSMUSP00000132453.2
12772	ENSMUSP00000130112.2
12773	ENSMUSP00000062677.4
12773	ENSMUSP00000150002.2
12774	ENSMUSP00000107069.2
12775	ENSMUSP00000099423.4
12776	ENSMUSP00000038473.3
12777	ENSMUSP00000062588.4
12778	ENSMUSP00000069114.5
12780	ENSMUSP00000026208.5
12785	ENSMUSP00000109249.3
12785	ENSMUSP00000145274.2
12785	ENSMUSP00000145227.2
12785	ENSMUSP00000032138.9
12788	ENSMUSP00000084464.6
12789	ENSMUSP00000006020.8
12790	ENSMUSP00000142175.2
12790	ENSMUSP00000027288.8
12790	ENSMUSP00000142075.2
12793	ENSMUSP00000116885.3
12793	ENSMUSP00000015903.5
12794	ENSMUSP00000025805.7
12795	ENSMUSP00000120476.2
12795	ENSMUSP00000076130.6
12796	ENSMUSP00000107653.3
12797	ENSMUSP00000001384.5
12797	ENSMUSP00000150665.2
12798	ENSMUSP00000004784.5
12799	-
12799	ENSMUSP00000099409.5
12801	ENSMUSP00000081787.3
12801	ENSMUSP00000055797.7
12802	ENSMUSP00000069957.4
12802	ENSMUSP00000095454.3
12803	ENSMUSP00000108555.2
12804	ENSMUSP00000100026.4
12804	ENSMUSP00000100027.4
12805	ENSMUSP00000067842.6
12805	ENSMUSP00000133063.2
12805	ENSMUSP00000000109.5
12807	ENSMUSP00000103957.2
12807	ENSMUSP00000012580.7
12808	ENSMUSP00000105278.3
12808	ENSMUSP00000133470.2
12808	ENSMUSP00000105277.2
12808	ENSMUSP00000133669.2
12808	ENSMUSP00000134372.2
12808	ENSMUSP00000045693.8
12810	ENSMUSP00000082533.6
12810	ENSMUSP00000128127.3
12812	ENSMUSP00000047588.6
12813	ENSMUSP00000101150.2
12814	ENSMUSP00000089793.6
12815	ENSMUSP00000157723.2
12815	ENSMUSP00000122082.3
12815	ENSMUSP00000084772.5
12815	ENSMUSP00000109893.2
12815	ENSMUSP00000109890.2
12815	ENSMUSP00000157425.2
12816	ENSMUSP00000071662.7
12817	ENSMUSP00000101093.2
12817	ENSMUSP00000101094.3
12817	ENSMUSP00000101092.3
12818	ENSMUSP00000023053.6
12818	ENSMUSP00000105850.3
12819	ENSMUSP00000099981.5
12821	ENSMUSP00000026045.8
12821	ENSMUSP00000084141.6
12822	ENSMUSP00000101049.2
12822	ENSMUSP00000080358.7
12822	ENSMUSP00000072538.5
12823	ENSMUSP00000110899.3
12824	ENSMUSP00000085693.6
12824	ENSMUSP00000023123.9
12825	ENSMUSP00000085192.7
12826	ENSMUSP00000033898.10
12826	-
12827	ENSMUSP00000033899.8
12828	ENSMUSP00000109084.3
12829	ENSMUSP00000084282.6
12830	ENSMUSP00000108553.2
12830	ENSMUSP00000108552.2
12831	ENSMUSP00000028280.8
12832	ENSMUSP00000083620.5
12833	ENSMUSP00000001147.5
12834	ENSMUSP00000101053.2
12834	ENSMUSP00000001181.7
12835	ENSMUSP00000057131.10
12835	ENSMUSP00000137585.2
12836	ENSMUSP00000107701.2
12837	ENSMUSP00000086745.5
12839	ENSMUSP00000085687.3
12839	ENSMUSP00000051579.9
12840	ENSMUSP00000030372.6
12841	ENSMUSP00000099348.2
12842	ENSMUSP00000001547.8
12843	ENSMUSP00000031668.9
12845	ENSMUSP00000003659.8
12846	ENSMUSP00000000335.5
12846	ENSMUSP00000130077.2
12846	ENSMUSP00000111272.3
12847	ENSMUSP00000118179.2
12847	ENSMUSP00000027833.6
12848	ENSMUSP00000106090.2
12848	ENSMUSP00000028635.6
12850	ENSMUSP00000095695.4
12850	ENSMUSP00000146797.2
12850	ENSMUSP00000032887.4
12854	ENSMUSP00000030815.3
12856	ENSMUSP00000054086.9
12856	ENSMUSP00000113430.2
12857	ENSMUSP00000138019.2
12858	ENSMUSP00000000090.7
12859	ENSMUSP00000141554.2
12861	ENSMUSP00000047661.10
12862	ENSMUSP00000033049.8
12864	ENSMUSP00000014457.9
12865	ENSMUSP00000146960.2
12865	ENSMUSP00000096193.3
12866	ENSMUSP00000034881.7
12867	ENSMUSP00000115419.2
12868	ENSMUSP00000040717.5
12869	ENSMUSP00000026561.9
12870	ENSMUSP00000103964.2
12870	ENSMUSP00000003714.7
12870	ENSMUSP00000103961.3
12870	ENSMUSP00000103965.2
12870	ENSMUSP00000088857.6
12873	ENSMUSP00000001921.2
12874	ENSMUSP00000021201.6
12876	ENSMUSP00000048555.8
12877	ENSMUSP00000137079.2
12877	ENSMUSP00000120139.2
12877	ENSMUSP00000095936.4
12879	ENSMUSP00000140759.2
12879	ENSMUSP00000133902.2
12879	ENSMUSP00000141121.2
12879	ENSMUSP00000134522.2
12889	ENSMUSP00000038502.10
12890	ENSMUSP00000026985.9
12890	-
12891	ENSMUSP00000073847.5
12891	ENSMUSP00000132999.2
12891	ENSMUSP00000126493.2
12892	ENSMUSP00000055455.6
12894	ENSMUSP00000025835.5
12895	ENSMUSP00000104936.3
12896	ENSMUSP00000030345.9
12902	ENSMUSP00000080938.4
12902	ENSMUSP00000147804.2
12903	ENSMUSP00000034830.9
12904	ENSMUSP00000005019.6
12905	ENSMUSP00000151735.2
12905	ENSMUSP00000050295.6
